Id,plot,subplot,flag,pid,area_ac,bnd_km
0,363,,,161,3.101,1.166
0,363,,,162,2.605,1.116
0,363,,flag,163,0.158,1.119
0,363,,,164,8.345,0.969
0,423,,,165,3.291,0.793
0,423,,,166,3.697,0.690
0,363,,,167,4.843,0.896
0,363,,,168,1.474,1.086
0,363,,,169,3.555,1.000
0,423,,,170,1.931,0.920
0,423,,,171,0.589,0.897
0,364,,,172,171.478,0.000
0,365,,,173,1.887,0.180
0,365,,,174,5.048,0.000
0,337,,,175,4.957,0.411
0,337,,,176,2.521,0.669
0,337,,,177,4.933,0.600
0,338,,,178,1.305,0.000
0,338,,,179,4.660,0.000
0,338,,,180,4.729,0.013
0,338,,,181,4.099,0.147
0,333,,,182,6.312,0.000
0,333,,,183,5.102,0.073
0,333,,,184,0.991,0.303
0,333,,,185,4.421,0.183
0,338,,,186,4.318,0.086
0,338,,,187,12.844,0.211
0,336,,,188,3.299,0.558
0,336,,,189,5.019,0.303
0,337,,,190,5.760,0.504
0,335,,,191,1.964,0.738
0,335,,,192,5.040,0.700
0,334,,,193,3.776,0.273
0,334,,,194,4.921,0.397
0,334,,,195,7.094,0.536
0,332,,,196,1.461,0.000
0,332,,,197,4.440,0.034
0,332,,,198,5.716,0.144
0,324,,,199,4.712,0.669
0,325,,,200,5.553,0.277
0,325,,,201,2.528,0.498
0,325,,,202,6.286,0.447
0,324,,,203,4.843,0.273
0,324,,,204,5.240,0.605
0,322,,,205,2.907,0.753
0,322,,,206,2.787,0.765
0,322,,,207,0.046,0.814
0,322,,,208,4.904,0.783
0,322,,,209,4.969,0.770
0,324,,,210,5.139,0.546
0,321,,,211,18.137,0.963
0,346,,,212,3.947,1.488
0,309,,,213,12.695,1.209
0,310,,,214,5.930,1.166
0,357,,,215,0.589,1.160
0,357,,,216,6.848,1.253
0,357,,,217,16.749,1.024
0,357,,,218,4.443,0.967
0,357,,,219,3.759,0.922
0,357,,,220,4.634,0.866
0,357,,,221,4.600,0.808
0,357,,,222,3.852,0.765
0,357,,,223,2.195,0.734
0,357,,,224,2.479,0.701
0,357,,,225,2.524,0.667
0,357,,,226,1.977,0.640
0,357,,,227,1.956,0.614
0,357,,,228,1.463,0.594
0,357,,,229,3.887,0.533
0,365,,,230,4.746,1.346
0,365,,,231,0.822,1.440
0,365,,,232,5.332,1.446
0,331,,,233,1.866,0.000
0,331,,,234,4.908,0.077
0,331,,,235,1.239,0.294
0,331,,,236,1.145,0.367
0,331,,,237,2.369,0.470
0,330,,,238,3.776,0.000
0,330,,,239,4.935,0.000
0,330,,,240,5.842,0.000
0,327,,,241,8.954,0.234
0,326,,,242,3.782,0.302
0,326,,,243,6.187,0.446
0,329,,,244,4.895,0.000
0,329,,,245,4.596,0.000
0,329,,,246,6.456,0.000
0,328,,,247,2.238,0.192
0,328,,,248,5.372,0.060
0,319,,,249,4.337,0.782
0,319,,,250,4.895,0.758
0,319,,,251,5.820,0.750
0,323,,,252,39.237,0.100
0,320,,,253,11.510,0.979
0,354,,,254,1.891,1.535
0,354,,,255,2.924,1.554
0,353,,,256,9.711,1.529
0,308,,,257,6.222,1.335
0,306,,,258,1.506,1.807
0,307,,,259,2.956,1.667
0,307,,,260,3.600,1.747
0,308,,,261,7.425,1.538
0,312,,,262,3.829,1.398
0,311,,,263,5.158,1.163
0,311,,,264,5.817,1.163
0,305,,,265,10.097,1.588
0,311,,,266,4.848,1.169
0,307,,,267,3.734,1.546
0,312,,,268,2.832,1.426
0,312,,,269,3.112,1.432
0,303,,not field,270,13.191,1.561
0,316,,,271,10.923,1.182
0,313,,,272,4.620,1.438
0,302,,,273,5.077,1.556
0,302,,,274,1.475,1.653
0,302,,,275,3.823,1.738
0,302,,,276,1.465,1.745
0,301,,,277,2.047,1.653
0,299,,,278,0.957,1.828
0,299,,,279,1.502,1.756
0,302,,,280,0.175,1.814
0,300,,,281,2.074,1.676
0,314,,,282,5.861,1.498
0,356,,,283,2.550,1.362
0,287,,,284,1.844,1.291
0,287,,,285,2.113,1.300
0,288,,,286,6.164,1.435
0,288,,,287,6.273,1.484
0,291,,,288,2.414,1.588
0,289,,,289,3.258,1.648
0,290,,,290,6.792,1.665
0,,,unclear,291,7.884,1.753
0,281,,,292,15.068,0.000
0,288,,unclear num,293,7.936,0.630
0,288,,unclear num,294,4.252,0.741
0,288,,unclear num,295,1.118,0.269
0,288,,unclear num,296,6.537,0.392
0,288,,unclear num,297,6.566,0.739
0,288,,unclear num,298,6.199,0.405
0,288,,unclear num,299,4.252,0.740
0,280,,,300,41.761,0.000
0,279,,,301,5.556,0.000
0,278,,,302,11.417,0.000
0,277,,,303,13.997,0.195
0,282,,,304,50.850,0.269
0,270,,,305,11.337,0.574
0,276,,,306,2.211,0.094
0,276,,,307,3.862,0.000
